neighbourhood_cleansed,property_type,room_type,bed_type,price,cancellation_policy,host_response_rate_binned,predicted_quality
25,0,0,0,204.0,0,1,0
22,0,0,0,67.0,2,0,1
27,0,0,0,105.0,0,0,0
27,0,0,0,90.0,1,0,1
27,0,1,1,27.0,0,3,0
22,7,0,0,107.0,1,0,1
3,1,0,0,250.0,1,1,1
26,1,0,0,110.0,0,1,0
30,0,0,0,85.0,2,0,1
23,0,0,0,290.0,0,1,1
15,0,1,0,48.0,0,0,1
31,0,0,0,105.0,0,0,0
15,0,0,0,90.0,1,0,1
28,1,0,0,225.0,0,1,0
26,0,0,0,129.0,0,0,0
14,0,1,0,55.0,0,1,1
27,0,0,0,80.0,0,1,0
22,1,1,0,60.0,0,0,1
25,3,1,0,109.0,0,0,1
26,0,0,0,120.0,2,0,1
29,1,0,0,170.0,1,0,1
27,0,1,0,30.0,0,1,0
23,0,0,0,135.0,0,0,0
26,1,0,0,115.0,0,0,0
22,0,0,0,150.0,0,0,0
27,0,0,0,55.0,0,0,0
30,1,1,0,27.0,0,2,0
25,0,0,0,75.0,0,1,0
15,0,1,0,45.0,0,0,1
26,0,0,0,99.0,0,0,0
29,0,0,0,115.0,0,0,0
8,0,0,0,120.0,0,0,1
26,0,0,0,90.0,1,1,0
27,0,0,0,79.0,1,0,1
25,0,0,0,130.0,0,0,0
9,1,0,0,75.0,0,3,0
14,0,1,1,45.0,2,0,1
22,0,1,0,30.0,0,1,0
14,0,1,0,39.0,0,0,1
8,0,0,0,100.0,0,0,1
25,1,0,0,260.0,0,0,1
29,0,1,0,35.0,1,0,1
23,0,0,0,130.0,0,0,0
22,0,0,0,150.0,2,1,1
26,0,0,0,69.0,1,0,1
29,0,0,0,110.0,1,0,1
20,1,0,0,400.0,0,3,0
21,0,0,0,100.0,0,1,0
20,0,0,0,78.0,1,0,1
25,0,1,0,162.0,0,1,0
25,0,1,0,140.0,0,0,1
29,0,0,0,120.0,0,1,0
29,0,0,0,95.0,1,0,1
25,0,1,0,80.0,0,0,1
26,0,1,0,125.0,0,0,1
15,0,1,0,67.0,1,0,1
26,3,1,0,50.0,2,0,1
21,0,0,0,60.0,1,2,0
29,0,0,0,120.0,0,0,0
23,0,0,0,155.0,0,0,0
27,9,1,0,74.0,0,0,1
26,0,0,0,89.0,0,0,0
29,1,0,0,190.0,0,0,1
21,1,1,0,125.0,1,0,1
23,0,0,0,135.0,0,0,0
21,0,0,0,107.0,2,0,1
26,0,0,0,95.0,0,0,0
19,0,0,0,135.0,0,0,0
27,0,0,0,100.0,0,0,0
25,0,0,0,129.0,0,1,0
22,0,0,0,120.0,0,1,0
15,0,1,0,65.0,1,3,0
27,1,1,0,57.0,1,0,1
21,0,0,0,80.0,0,1,0
28,0,0,0,86.0,0,3,0
23,1,0,0,100.0,0,1,0
23,0,1,0,59.0,0,1,0
4,0,0,0,98.0,0,0,1
9,0,0,0,90.0,1,1,1
14,0,0,0,99.0,0,1,0
27,0,0,0,280.0,1,0,1
22,0,0,0,150.0,1,1,0
27,0,0,0,99.0,2,0,1
31,1,1,0,20.0,0,0,1
23,0,0,0,185.0,0,0,0
29,0,2,0,108.0,1,0,1
27,0,0,0,80.0,0,0,0
25,0,1,0,60.0,2,0,1
29,0,0,0,165.0,0,0,0
21,0,0,0,70.0,0,0,0
23,0,0,0,107.0,2,0,1
22,1,0,0,400.0,0,0,1
21,0,0,0,150.0,1,0,1
21,0,0,0,210.0,0,1,0
25,0,0,0,85.0,0,0,0
23,0,0,0,260.0,0,0,1
27,0,0,0,99.0,2,0,1
28,1,1,0,45.0,0,0,1
29,0,1,0,46.0,1,0,1
26,0,0,0,165.0,1,0,1
25,0,0,0,195.0,0,0,0
25,0,0,0,83.0,1,0,1
25,0,0,0,110.0,0,0,0
23,0,0,0,150.0,0,1,0
1,0,1,0,20.0,1,0,1
29,0,0,0,120.0,1,0,1
22,0,1,0,34.0,1,0,1
27,3,1,0,75.0,0,0,1
26,0,0,0,365.0,0,1,1
32,1,1,0,138.0,0,0,1
30,0,0,0,68.0,0,0,0
26,0,1,0,111.0,1,0,1
28,0,0,0,136.0,1,0,1
17,0,1,0,80.0,1,0,1
15,12,0,0,139.0,1,0,1
25,0,1,0,130.0,0,1,0
23,0,0,0,110.0,1,0,1
27,0,0,0,75.0,1,0,1
29,0,0,0,99.0,0,0,0
28,0,1,0,59.0,1,0,1
23,0,0,0,135.0,0,1,0
25,0,0,0,225.0,0,1,0
29,0,0,0,90.0,0,0,0
25,0,0,0,120.0,0,0,0
27,0,1,0,59.0,0,0,1
22,1,0,0,225.0,0,0,1
1,0,0,0,75.0,0,0,1
22,0,0,0,135.0,0,0,0
22,0,0,0,119.0,0,3,0
9,1,1,0,55.0,0,0,1
26,0,0,0,102.0,0,0,0
25,0,1,0,89.0,0,3,0
30,0,0,0,125.0,0,0,0
23,0,0,0,90.0,2,0,1
23,0,0,0,105.0,1,0,1
25,0,0,0,386.0,0,0,1
28,0,0,0,95.0,2,0,1
23,0,0,0,71.0,0,0,0
27,1,0,0,169.0,1,0,1
25,0,0,0,140.0,0,1,0
28,0,0,0,237.0,0,0,1
22,1,1,0,45.0,0,0,1
26,0,1,0,125.0,0,0,1
4,1,1,0,155.0,0,0,1
4,0,0,0,55.0,2,0,1
27,0,0,0,350.0,1,0,1
22,1,0,0,180.0,0,0,0
22,1,0,0,175.0,0,0,0
28,0,0,0,120.0,0,3,0
14,0,0,0,110.0,0,0,0
17,0,0,0,70.0,0,0,0
25,0,0,0,100.0,1,2,0
23,0,0,0,119.0,0,1,0
22,0,1,1,60.0,2,0,0
25,0,0,0,170.0,0,0,0
30,0,1,0,65.0,1,0,1
25,1,0,0,585.0,1,1,1
26,0,0,0,90.0,0,0,0
22,0,0,0,130.0,0,0,0
16,0,1,0,39.0,1,0,1
16,0,0,0,79.0,0,0,0
15,0,0,0,272.0,0,1,1
20,0,0,0,63.0,0,0,0
8,0,0,0,148.0,0,0,1
25,0,0,0,100.0,1,0,1
21,0,0,0,106.0,0,2,0
23,0,0,0,80.0,0,0,0
28,0,1,0,60.0,2,0,1
22,1,1,0,58.0,0,1,0
29,1,1,0,28.0,0,0,1
27,0,1,0,41.0,0,3,0
14,1,0,0,195.0,0,1,0
17,0,1,0,30.0,0,0,1
29,0,0,0,76.0,0,0,0
28,0,0,0,115.0,0,0,0
26,5,0,0,175.0,0,0,1
29,0,0,0,98.0,0,3,0
25,0,0,0,110.0,2,0,1
23,0,0,0,85.0,0,0,0
29,3,1,0,45.0,0,2,0
22,1,0,0,127.0,1,0,1
22,0,0,0,125.0,1,1,0
27,0,0,0,140.0,0,0,0
25,0,0,0,149.0,0,0,0
25,0,0,0,165.0,0,1,0
25,0,1,0,25.0,0,0,1
15,1,0,0,195.0,0,0,1
27,1,1,0,32.0,0,1,0
29,5,0,0,75.0,0,3,0
21,1,0,0,280.0,0,0,1
6,1,1,0,30.0,0,3,0
27,0,0,0,80.0,1,0,1
23,0,0,0,200.0,0,0,0
27,0,1,0,50.0,1,2,0
15,5,1,0,32.0,0,0,1
8,3,1,0,35.0,1,0,1
26,0,0,0,140.0,0,1,0
28,0,1,0,46.0,0,0,1
29,0,0,0,115.0,0,0,0
22,0,0,0,119.0,0,0,0
8,0,0,0,100.0,1,1,1
23,0,0,0,120.0,2,3,0
25,1,1,0,59.0,1,1,1
26,0,0,0,80.0,0,0,0
22,0,0,0,182.0,0,0,0
21,0,0,0,100.0,1,1,0
21,0,0,0,95.0,0,0,0
23,0,0,0,149.0,0,1,0
16,0,1,0,22.0,2,0,1
25,0,0,0,124.0,1,1,0
21,1,1,0,37.0,1,0,1
15,0,0,0,150.0,2,0,1
29,7,0,0,180.0,0,0,1
26,0,1,0,55.0,1,0,1
19,7,1,0,65.0,1,2,1
26,0,0,0,140.0,0,1,0
8,0,0,0,185.0,0,0,1
22,0,0,0,50.0,0,0,0
15,0,1,0,79.0,0,0,1
26,0,0,0,175.0,0,1,0
27,0,1,0,30.0,0,1,0
15,0,0,0,85.0,0,2,0
31,0,0,0,49.0,0,0,0
23,0,0,0,250.0,0,1,0
23,0,0,0,90.0,0,1,0
15,1,1,0,35.0,1,0,1
28,0,0,0,130.0,0,3,0
9,1,1,0,88.0,0,0,1
25,0,0,0,67.0,2,0,1
29,0,1,2,65.0,1,0,0
26,1,0,0,250.0,2,0,1
26,0,0,0,185.0,0,0,0
29,1,0,0,140.0,1,3,0
14,0,0,0,125.0,1,0,1
26,0,1,0,60.0,0,0,1
25,0,1,0,99.0,1,0,1
28,0,0,0,98.0,0,0,0
21,0,0,0,125.0,0,1,0
26,0,0,0,100.0,0,3,0
16,0,1,0,40.0,2,0,1
17,5,1,0,50.0,1,0,1
29,0,0,0,74.0,0,0,0
14,1,1,0,25.0,1,0,1
21,1,0,0,95.0,1,3,0
23,0,1,0,72.0,0,0,1
1,0,1,0,32.0,0,0,1
8,0,0,0,92.0,0,0,1
23,0,0,0,100.0,0,0,0
10,1,1,0,25.0,1,3,0
7,0,0,0,99.0,0,1,1
25,0,0,0,70.0,0,0,0
14,0,0,0,85.0,0,0,0
15,1,1,0,23.0,0,0,1
30,1,0,0,88.0,1,3,0
22,0,0,0,85.0,0,0,0
15,0,0,0,70.0,1,0,1
25,0,0,0,229.0,0,1,0
29,0,0,0,120.0,1,1,0
22,0,0,0,110.0,0,0,0
25,0,0,0,109.0,1,0,1
8,1,1,0,40.0,2,3,0
22,0,0,0,57.0,0,1,0
28,0,0,0,170.0,0,0,0
14,0,1,0,45.0,0,0,1
14,0,0,0,250.0,0,0,1
8,0,0,0,58.0,0,0,1
27,1,1,0,40.0,0,2,0
26,0,0,0,110.0,0,1,0
29,0,0,0,130.0,1,0,1
26,0,0,0,79.0,0,1,0
25,0,0,0,165.0,0,1,0
25,0,0,0,90.0,0,0,0
27,0,1,0,35.0,0,1,0
28,0,1,0,60.0,0,2,0
25,0,0,0,100.0,0,0,0
29,1,0,0,80.0,0,0,0
17,1,1,0,22.0,0,0,1
25,0,0,0,140.0,0,3,0
9,1,0,0,200.0,0,0,1
30,0,0,0,30.0,1,0,1
4,1,0,0,170.0,2,3,0
28,0,0,0,140.0,1,0,1
25,0,1,0,35.0,0,0,1
21,0,0,0,135.0,0,3,0
22,0,0,0,115.0,1,0,1
15,0,0,0,125.0,0,3,0
23,0,0,0,150.0,0,0,0
15,0,0,0,72.0,1,0,1
22,1,1,0,35.0,0,0,1
27,0,1,0,55.0,0,0,1
23,0,0,0,100.0,0,0,0
15,0,0,0,165.0,1,0,1
14,0,1,0,30.0,1,0,1
26,0,0,1,75.0,0,0,0
22,0,0,0,80.0,0,0,0
26,0,1,0,39.0,1,0,1
27,0,0,0,69.0,0,0,0
22,1,1,0,48.0,0,1,0
25,2,0,1,110.0,0,0,0
29,0,1,0,36.0,2,0,1
23,1,1,0,45.0,0,0,1
21,0,0,0,265.0,1,2,0
27,0,1,0,48.0,0,1,0
19,1,0,0,185.0,1,1,0
27,0,0,0,191.0,0,0,0
15,0,0,0,120.0,0,0,0
27,0,0,0,105.0,2,0,1
15,0,0,0,200.0,0,0,1
15,1,1,0,26.0,1,0,1
23,0,1,0,48.0,0,1,0
16,0,0,0,76.0,0,0,0
25,0,0,0,115.0,0,1,0
23,5,0,0,78.0,0,0,1
26,0,0,0,80.0,0,1,0
26,0,1,0,54.0,1,3,0
25,0,0,0,114.0,0,1,0
25,0,0,0,138.0,0,0,0
19,1,0,0,85.0,0,0,0
21,0,0,0,145.0,0,1,0
15,1,1,2,90.0,0,0,0
4,1,0,0,180.0,0,1,1
29,0,0,0,95.0,2,0,1
8,0,0,0,167.0,0,1,1
28,0,1,0,40.0,0,3,0
25,0,0,0,130.0,0,0,0
21,0,0,0,60.0,1,0,1
15,0,0,0,80.0,0,0,0
15,0,0,0,75.0,2,0,1
29,0,0,0,100.0,2,0,1
7,1,1,0,40.0,2,0,1
23,0,1,0,48.0,0,0,1
8,1,1,0,48.0,1,0,1
28,0,0,0,80.0,0,0,0
28,0,1,0,42.0,1,0,1
28,0,0,0,89.0,1,0,1
25,1,0,0,160.0,2,0,1
29,0,0,0,90.0,2,0,1
26,0,0,0,172.0,0,3,0
29,0,0,0,82.0,0,3,0
25,0,0,0,100.0,1,0,1
23,1,0,0,290.0,1,1,1
23,0,0,0,80.0,0,0,0
23,0,0,0,125.0,2,0,1
23,0,0,0,244.0,0,0,1
25,0,0,0,150.0,0,1,0
26,0,0,0,325.0,0,0,1
25,0,1,0,59.0,1,0,1
25,0,0,0,65.0,0,0,0
26,1,0,0,175.0,0,3,0
27,7,0,0,139.0,1,1,1
25,0,0,0,110.0,1,0,1
26,0,0,0,95.0,0,0,0
7,1,0,0,165.0,0,0,1
26,0,0,0,250.0,1,0,1
15,0,1,0,45.0,0,0,1
31,0,0,0,79.0,0,0,0
23,0,0,0,115.0,0,0,0
29,0,0,0,69.0,2,0,1
28,0,0,0,120.0,1,0,1
26,0,0,0,210.0,0,0,1
17,0,0,0,119.0,0,1,0
29,0,0,0,65.0,1,2,0
28,0,0,0,95.0,0,0,0
25,0,0,0,168.0,0,1,0
22,0,0,0,75.0,0,0,0
30,1,0,0,99.0,2,0,1
26,0,0,0,249.0,0,0,1
27,0,0,1,116.0,0,0,0
27,7,1,0,95.0,1,0,1
15,0,0,0,135.0,0,1,0
22,0,0,0,120.0,1,0,1
16,0,0,0,70.0,2,0,1
25,0,1,0,70.0,0,3,0
23,0,0,0,101.0,0,0,0
25,0,0,0,61.0,2,0,1
25,0,0,0,138.0,0,0,0
25,0,0,0,46.0,2,0,1
23,0,1,0,195.0,1,0,1
27,0,0,0,139.0,0,1,0
22,1,1,0,50.0,0,0,1
9,0,0,0,88.0,0,2,0
17,0,0,0,90.0,0,0,0
26,0,1,0,60.0,0,0,1
22,0,0,0,200.0,1,3,0
21,0,0,0,69.0,2,0,1
3,1,0,0,189.0,0,1,1
29,0,0,0,78.0,0,0,0
25,0,1,0,30.0,0,1,0
17,0,0,0,70.0,0,0,0
15,0,0,0,95.0,0,1,0
25,0,1,0,110.0,1,0,1
29,0,0,0,60.0,1,1,0
25,0,1,0,58.0,1,0,1
26,0,0,0,70.0,0,0,0
22,6,0,0,160.0,2,0,1
28,0,0,0,80.0,1,0,1
23,0,0,0,80.0,0,0,0
26,5,0,0,345.0,0,0,1
31,0,0,0,89.0,0,0,0
25,1,1,0,55.0,0,1,0
29,0,0,0,150.0,1,0,1
25,0,0,0,85.0,0,1,0
27,0,0,0,192.0,0,1,0
19,0,0,0,85.0,0,0,0
23,0,0,0,325.0,1,0,1
25,0,0,0,125.0,0,2,0
23,0,0,0,148.0,1,0,1
25,0,0,0,160.0,1,3,0
28,0,0,0,150.0,0,0,0
0,0,0,0,99.0,0,0,1
8,0,1,0,27.0,1,0,1
21,1,0,0,250.0,1,0,1
23,0,0,0,99.0,0,0,0
30,0,0,0,83.0,0,0,0
2,6,0,0,79.0,1,1,1
25,0,0,0,200.0,0,1,0
25,0,0,0,110.0,1,0,1
23,0,0,0,205.0,0,1,0
29,0,0,0,65.0,0,0,0
25,0,1,0,90.0,0,0,1
15,1,1,0,60.0,1,0,1
23,0,1,0,50.0,2,0,1
28,1,0,0,600.0,0,0,1
25,0,0,0,185.0,0,0,0
22,0,0,0,250.0,0,3,0
11,0,0,0,53.0,0,0,1
3,1,0,0,230.0,0,0,1
25,0,0,0,114.0,0,1,0
27,0,0,0,75.0,0,3,0
16,0,0,0,75.0,0,0,0
26,0,1,0,41.0,2,0,1
29,0,0,0,65.0,0,0,0
25,0,0,0,150.0,1,1,0
26,0,0,0,100.0,1,1,0
25,0,1,0,89.0,0,3,0
22,0,0,0,129.0,0,0,0
27,15,2,0,24.0,2,0,1
29,0,1,0,40.0,0,0,1
21,0,0,0,144.0,0,0,0
25,0,0,0,150.0,0,1,0
9,0,0,0,81.0,1,0,1
29,0,0,0,95.0,1,0,1
8,0,0,0,100.0,0,0,1
23,0,0,0,125.0,1,0,1
12,0,0,0,160.0,1,0,1
25,0,0,0,270.0,0,1,1
22,0,0,0,150.0,1,0,1
29,0,0,0,200.0,0,0,1
28,0,1,0,130.0,0,0,1
20,0,1,0,22.0,1,0,1
21,1,0,0,199.0,1,1,0
27,0,0,0,55.0,0,1,0
27,0,0,0,105.0,0,0,0
25,0,1,0,62.0,2,0,1
1,1,1,0,25.0,1,0,1
30,0,0,0,50.0,0,0,0
26,0,0,0,130.0,0,1,0
25,0,0,0,180.0,0,2,0
25,0,0,0,95.0,1,0,1
11,0,1,0,30.0,1,0,1
27,0,1,0,35.0,1,0,1
26,0,0,0,200.0,1,0,1
9,1,1,0,40.0,0,0,1
23,0,0,0,75.0,1,0,1
25,0,0,0,99.0,0,1,0
27,0,0,0,150.0,2,1,1
17,0,0,0,55.0,0,0,0
25,0,0,0,149.0,0,0,0
29,0,0,0,200.0,1,0,1
31,1,0,0,155.0,0,0,0
21,0,0,0,115.0,0,1,0
22,0,1,0,69.0,0,0,1
26,0,0,0,82.0,0,0,0
27,0,0,0,69.0,1,0,1
23,0,0,0,100.0,0,0,0
9,0,0,0,100.0,0,0,1
